"","long","lat","cluster_id","add.data"
"153",9648,4399,22,980
"154",9648,4400,22,304
"155",9648,4432,22,1373
"156",9648,4433,22,889
"157",9648,4435,22,1402
"160",9649,4398,22,1977
"161",9649,4399,22,2591
"162",9649,4400,22,2591
"163",9649,4401,22,874
"164",9649,4431,22,1653
"165",9649,4432,22,3283
"166",9649,4433,22,3026
"167",9649,4434,22,2506
"168",9649,4435,22,2786
"169",9649,4436,22,1525
"170",9649,4437,22,1046
"171",9649,4438,22,719
"174",9650,4398,22,707
"175",9650,4399,22,1591
"176",9650,4400,22,3010
"177",9650,4401,22,1442
"178",9650,4402,22,383
"179",9650,4404,22,427
"180",9650,4405,22,1359
"181",9650,4406,22,616
"182",9650,4407,22,416
"183",9650,4408,22,345
"184",9650,4431,22,1015
"185",9650,4432,22,3070
"186",9650,4433,22,2264
"187",9650,4434,22,2981
"188",9650,4435,22,2788
"189",9650,4436,22,1796
"190",9650,4437,22,2297
"191",9650,4438,22,665
"192",9650,4439,22,999
"193",9650,4441,22,901
"196",9651,4399,22,1410
"197",9651,4400,22,3253
"198",9651,4401,22,2505
"199",9651,4402,22,1263
"200",9651,4404,22,905
"201",9651,4405,22,3716
"202",9651,4406,22,2591
"203",9651,4407,22,2718
"204",9651,4408,22,2344
"205",9651,4409,22,378
"206",9651,4431,22,1055
"207",9651,4432,22,2521
"208",9651,4433,22,2395
"209",9651,4434,22,2778
"210",9651,4435,22,1421
"211",9651,4436,22,554
"212",9651,4437,22,1096
"213",9651,4438,22,3586
"214",9651,4439,22,3884
"215",9651,4440,22,1713
"216",9651,4441,22,991
"221",9652,4399,22,842
"222",9652,4400,22,2691
"223",9652,4401,22,2282
"224",9652,4402,22,3009
"225",9652,4403,22,1467
"226",9652,4404,22,495
"227",9652,4405,22,2018
"228",9652,4406,22,875
"229",9652,4407,22,2461
"230",9652,4408,22,2530
"232",9652,4431,22,891
"233",9652,4432,22,1450
"234",9652,4433,22,551
"235",9652,4435,22,1942
"236",9652,4436,22,1629
"237",9652,4437,22,3551
"238",9652,4438,22,3010
"239",9652,4439,22,2846
"240",9652,4440,22,3073
"241",9652,4441,22,389
"247",9653,4400,22,1163
"248",9653,4401,22,2763
"249",9653,4402,22,2549
"250",9653,4403,22,3441
"251",9653,4404,22,2068
"252",9653,4405,22,585
"253",9653,4406,22,525
"254",9653,4407,22,1586
"255",9653,4408,22,3108
"256",9653,4433,22,463
"257",9653,4434,22,1040
"258",9653,4435,22,2155
"259",9653,4436,22,1726
"260",9653,4437,22,2233
"261",9653,4438,22,3899
"262",9653,4439,22,3885
"263",9653,4440,22,3711
"267",9654,4401,22,965
"268",9654,4402,22,2724
"269",9654,4403,22,2286
"270",9654,4404,22,2168
"271",9654,4405,22,1764
"272",9654,4406,22,332
"273",9654,4407,22,835
"275",9654,4433,22,1403
"276",9654,4434,22,1717
"277",9654,4435,22,931
"278",9654,4436,22,1161
"279",9654,4437,22,1979
"280",9654,4438,22,1648
"281",9654,4439,22,2732
"282",9654,4440,22,2783
"283",9655,4405,22,2033
"284",9655,4406,22,2454
"285",9655,4407,22,2345
"286",9655,4408,22,1690
"287",9655,4409,22,992
"290",9655,4433,22,776
"291",9655,4434,22,2100
"292",9655,4435,22,1556
"293",9655,4436,22,1949
"294",9655,4437,22,1388
"295",9655,4438,22,641
"296",9655,4439,22,1197
"297",9655,4440,22,1577
"299",9656,4407,22,1020
"300",9656,4408,22,2023
"301",9656,4409,22,3185
"302",9656,4410,22,1012
"303",9656,4418,22,335
"304",9656,4419,22,441
"305",9656,4420,22,527
"306",9656,4421,22,509
"307",9656,4422,22,517
"308",9656,4423,22,302
"309",9656,4424,22,591
"310",9656,4434,22,917
"311",9656,4439,22,1205
"315",9657,4408,22,1324
"316",9657,4409,22,2406
"317",9657,4410,22,2685
"318",9657,4411,22,536
"319",9657,4418,22,983
"320",9657,4419,22,1388
"321",9657,4420,22,505
"322",9657,4421,22,1354
"323",9657,4422,22,2016
"324",9657,4423,22,2245
"325",9657,4424,22,2628
"326",9657,4425,22,716
"327",9657,4436,22,876
"328",9657,4437,22,1138
"329",9657,4439,22,1874
"330",9657,4440,22,586
"331",9657,4441,22,429
"335",9658,4409,22,641
"336",9658,4410,22,1469
"337",9658,4411,22,2802
"338",9658,4412,22,795
"339",9658,4415,22,420
"340",9658,4418,22,1379
"341",9658,4419,22,3882
"342",9658,4420,22,3418
"343",9658,4421,22,2763
"344",9658,4422,22,2278
"345",9658,4423,22,1992
"346",9658,4424,22,2821
"347",9658,4425,22,2564
"348",9658,4426,22,1321
"349",9658,4434,22,747
"350",9658,4435,22,2184
"351",9658,4436,22,2035
"352",9658,4437,22,2419
"353",9658,4438,22,2939
"354",9658,4439,22,710
"359",9659,4410,22,2817
"360",9659,4411,22,3063
"361",9659,4412,22,2395
"362",9659,4413,22,975
"363",9659,4414,22,377
"364",9659,4415,22,1215
"365",9659,4416,22,2679
"366",9659,4417,22,2356
"367",9659,4418,22,1987
"368",9659,4419,22,3661
"369",9659,4420,22,3804
"370",9659,4421,22,2778
"371",9659,4422,22,2529
"372",9659,4423,22,2596
