"long","lat","cluster_id","add.data"
551,171,18,1058
551,172,18,2192
551,173,18,1437
551,174,18,3436
551,175,18,2985
551,176,18,6435
551,177,18,6661
551,178,18,2668
551,182,18,1707
551,183,18,4929
551,184,18,2087
551,186,18,3201
551,187,18,5203
551,188,18,4914
551,189,18,4477
551,190,18,3008
551,191,18,2340
552,168,18,1545
552,170,18,1497
552,172,18,1382
552,173,18,2976
552,174,18,4820
552,175,18,2704
552,176,18,2435
552,177,18,2387
552,181,18,2084
552,182,18,4165
552,183,18,1883
552,184,18,5566
552,185,18,7025
552,186,18,3852
552,187,18,5307
552,188,18,5680
552,189,18,4265
552,190,18,1425
552,191,18,1990
553,172,18,2061
553,173,18,5446
553,174,18,6038
553,182,18,2826
553,183,18,2392
553,184,18,1322
553,185,18,4975
553,186,18,5373
553,187,18,4519
553,188,18,4612
553,189,18,4995
553,190,18,4238
553,191,18,6571
553,192,18,6123
554,172,18,1498
554,173,18,2788
554,174,18,3712
554,175,18,2577
554,185,18,1521
554,186,18,4840
554,187,18,3961
554,188,18,2521
554,189,18,3841
554,190,18,4102
554,191,18,5494
554,192,18,3409
555,173,18,4327
555,174,18,5340
555,175,18,2031
555,185,18,2446
555,186,18,3830
555,187,18,2250
555,188,18,1460
555,190,18,1124
555,191,18,3645
555,192,18,1799
556,173,18,5165
556,174,18,1009
556,185,18,2183
556,186,18,3219
556,187,18,2001
556,188,18,1543
557,173,18,1171
557,174,18,2031
557,186,18,1265
557,187,18,3937
557,188,18,2112
558,174,18,3900
558,175,18,1014
559,174,18,2938
559,175,18,1566
560,173,18,1402
560,174,18,3970
561,174,18,2185
562,172,18,3480
562,173,18,2452
562,174,18,1108
563,169,18,1103
563,170,18,1347
563,171,18,1779
563,172,18,5595
563,173,18,8086
563,174,18,2119
564,171,18,1320
564,172,18,4346
564,173,18,7526
564,174,18,2453
565,170,18,1891
565,171,18,4941
565,172,18,6351
565,173,18,4998
565,174,18,2439
566,170,18,1140
566,171,18,5171
566,172,18,5507
566,173,18,4421
