"","long","lat","cluster_id","add.data"
"18",519,177,7,1563
"19",519,178,7,1348
"20",520,176,7,1442
"21",520,177,7,2126
"22",520,178,7,1621
"23",521,177,7,1147
"24",521,178,7,2051
"25",521,179,7,2321
"26",521,180,7,1528
"27",521,181,7,2255
"28",521,182,7,1595
"29",522,178,7,3108
"30",522,179,7,3731
"31",522,180,7,3741
"32",522,181,7,3741
"33",522,182,7,3316
"34",523,173,7,1346
"35",523,176,7,1848
"36",523,177,7,2332
"37",523,178,7,3620
"38",523,179,7,3789
"39",523,180,7,4370
"40",523,181,7,7872
"41",523,182,7,6716
"42",524,173,7,1675
"43",524,174,7,1593
"44",524,175,7,2020
"45",524,176,7,2905
"46",524,177,7,2905
"47",524,178,7,3778
"48",524,179,7,8549
"49",524,180,7,9500
"50",524,181,7,10062
"51",524,182,7,16078
"52",524,183,7,1383
"53",524,184,7,1117
"54",524,185,7,1561
"55",525,173,7,1675
"56",525,174,7,1675
"57",525,175,7,2391
"58",525,176,7,2905
"59",525,177,7,4308
"60",525,178,7,8998
"61",525,179,7,9677
"62",525,180,7,11285
"63",525,181,7,13367
"64",525,182,7,11996
"65",525,183,7,5310
"66",525,184,7,2408
"67",525,185,7,2461
"68",525,186,7,1588
"69",526,172,7,1650
"70",526,173,7,1675
"71",526,174,7,2333
"72",526,175,7,4005
"73",526,176,7,4112
"74",526,177,7,16993
"75",526,178,7,10683
"76",526,179,7,10552
"77",526,180,7,13652
"78",526,181,7,14065
"79",526,182,7,22234
"80",526,183,7,19660
"81",526,184,7,2461
"82",526,185,7,2461
"83",526,186,7,3101
"84",526,187,7,3159
"85",527,172,7,1639
"86",527,173,7,3023
"87",527,174,7,4354
"88",527,175,7,4404
"89",527,176,7,4404
"90",527,177,7,11516
"91",527,178,7,18843
"92",527,179,7,13656
"93",527,180,7,16684
"94",527,181,7,23442
"95",527,182,7,26335
"96",527,183,7,20423
"97",527,184,7,4191
"98",527,185,7,5899
"99",527,186,7,13709
"100",527,187,7,10058
"101",527,188,7,1244
"102",528,172,7,1461
"103",528,173,7,1533
"104",528,174,7,4163
"105",528,175,7,4721
"106",528,176,7,4418
"107",528,177,7,6966
"108",528,178,7,17825
"109",528,179,7,17295
"110",528,180,7,17722
"111",528,181,7,25415
"112",528,182,7,23396
"113",528,183,7,18683
"114",528,184,7,17293
"115",528,185,7,17571
"116",528,186,7,17436
"117",528,187,7,7874
"118",528,188,7,1441
"119",528,189,7,1453
"120",528,190,7,5056
"121",529,172,7,1482
"122",529,173,7,4410
"123",529,174,7,5025
"124",529,175,7,5060
"125",529,176,7,5222
"126",529,177,7,7008
"127",529,178,7,14057
"128",529,179,7,12356
"129",529,180,7,39986
"130",529,181,7,31601
"131",529,182,7,17370
"132",529,183,7,17571
"133",529,184,7,17338
"134",529,185,7,13946
"135",529,186,7,11637
"136",529,187,7,7894
"137",529,188,7,1441
"138",529,189,7,2064
"139",529,190,7,1385
"140",529,191,7,1044
"141",530,172,7,1461
"142",530,173,7,4365
"143",530,174,7,9589
"144",530,175,7,10297
"145",530,176,7,10409
"146",530,177,7,10640
"147",530,178,7,10856
"148",530,179,7,10872
"149",530,180,7,21960
"150",530,181,7,27437
"151",530,182,7,24129
"152",530,183,7,19560
"153",530,184,7,11740
"154",530,185,7,11611
"155",530,186,7,11611
"156",530,187,7,8635
"157",530,188,7,1441
"158",530,189,7,1379
"159",530,190,7,1167
"160",531,164,7,1007
"161",531,165,7,1007
"162",531,166,7,1007
"163",531,167,7,1007
"164",531,168,7,1007
"165",531,169,7,1007
"166",531,171,7,7383
"167",531,172,7,9433
"168",531,173,7,8367
"169",531,174,7,10696
"170",531,175,7,10696
"171",531,176,7,9419
"172",531,177,7,12951
"173",531,178,7,16633
"174",531,179,7,43107
"175",531,180,7,25650
"176",531,181,7,46100
"177",531,182,7,44663
"178",531,183,7,17024
"179",531,184,7,11611
"180",531,185,7,11611
"181",531,186,7,11058
"182",531,187,7,2433
"183",531,188,7,1370
"184",531,189,7,1298
"185",531,190,7,1167
"186",532,164,7,1007
"187",532,165,7,1007
"188",532,166,7,1007
"189",532,167,7,1007
"190",532,168,7,1007
"191",532,169,7,1007
"192",532,170,7,1278
"193",532,171,7,10577
"194",532,172,7,9420
"195",532,173,7,3964
"196",532,174,7,7439
"197",532,175,7,9034
"198",532,176,7,7478
"199",532,177,7,11636
"200",532,178,7,23612
"201",532,179,7,38849
"202",532,180,7,23543
"203",532,181,7,39873
"204",532,182,7,52734
"205",532,183,7,27458
"206",532,184,7,11120
"207",532,185,7,10091
"208",532,186,7,7660
"209",532,187,7,4524
"210",532,188,7,1180
"211",532,189,7,1167
"212",532,190,7,1167
"214",533,165,7,1007
"215",533,166,7,1007
"216",533,167,7,1007
"217",533,168,7,1007
"218",533,169,7,1007
"219",533,170,7,3501
"220",533,171,7,6649
"221",533,172,7,5500
"222",533,173,7,5500
"223",533,174,7,5500
"224",533,175,7,5500
"225",533,176,7,5500
"226",533,177,7,5692
"227",533,178,7,25239
"228",533,179,7,24919
"229",533,180,7,20612
"230",533,181,7,50837
"231",533,182,7,42783
"232",533,183,7,39814
"233",533,184,7,8015
"234",533,185,7,7553
"235",533,186,7,5625
"236",533,187,7,6142
"237",533,188,7,1498
"238",533,189,7,1167
"239",533,190,7,1167
"240",534,165,7,1007
"241",534,166,7,1007
"242",534,167,7,1007
"243",534,168,7,1072
"244",534,169,7,1678
"245",534,170,7,1744
"246",534,171,7,1076
"247",534,172,7,3521
"248",534,173,7,4280
"249",534,174,7,5482
"250",534,175,7,5500
"251",534,176,7,5500
"252",534,177,7,5500
"253",534,178,7,16439
"254",534,179,7,18971
"255",534,180,7,36735
"256",534,181,7,39837
"257",534,182,7,32122
"258",534,183,7,29772
"259",534,184,7,7364
"260",534,185,7,6764
"261",534,186,7,6764
"262",534,187,7,6037
"263",534,188,7,1314
