"","long","lat","cluster_id","add.data"
"10",513,173,4,1190
"11",513,174,4,1030
"12",514,172,4,1137
"13",514,173,4,1218
"14",514,174,4,1033
"17",515,172,4,1196
"18",515,173,4,1212
"19",515,181,4,1001
"20",516,173,4,1078
"21",516,174,4,1004
"22",516,175,4,1448
"23",516,178,4,1513
"24",516,179,4,1232
"25",516,180,4,1317
"26",516,181,4,1330
"27",517,174,4,1900
"28",517,175,4,3083
"29",517,176,4,2368
"30",517,177,4,1542
"31",517,178,4,1402
"32",517,179,4,1330
"33",517,180,4,1330
"34",517,181,4,1330
"35",517,182,4,1100
"41",518,174,4,2879
"42",518,175,4,2784
"43",518,176,4,2407
"44",518,177,4,1188
"45",518,178,4,1327
"46",518,179,4,1330
"47",518,180,4,1330
"48",518,181,4,1330
"49",518,182,4,1101
"54",519,177,4,2064
"55",519,178,4,1810
"56",519,179,4,1326
"57",519,180,4,1320
"58",519,181,4,1321
"59",519,182,4,1010
"64",520,176,4,1912
"65",520,177,4,2846
"66",520,178,4,2242
"67",520,179,4,1319
"68",520,180,4,1319
"69",520,181,4,1319
"70",520,182,4,1280
"71",520,183,4,1051
"72",520,184,4,1056
"77",521,174,4,1118
"78",521,175,4,1068
"79",521,176,4,1070
"80",521,177,4,1574
"81",521,178,4,2805
"82",521,179,4,3509
"83",521,180,4,2388
"84",521,181,4,3452
"85",521,182,4,2486
"86",521,183,4,1089
"87",521,184,4,1064
"88",521,185,4,1064
"89",521,186,4,1046
"90",522,172,4,1066
"91",522,173,4,1170
"92",522,174,4,1170
"93",522,175,4,1121
"94",522,178,4,4660
"95",522,179,4,5610
"96",522,180,4,5628
"97",522,181,4,5628
"98",522,182,4,5007
"99",522,183,4,1064
"100",522,184,4,1064
"101",522,185,4,1064
"102",522,186,4,1030
"103",523,172,4,1153
"104",523,173,4,1851
"105",523,174,4,1253
"106",523,175,4,1228
"107",523,176,4,2681
"108",523,177,4,3411
"109",523,178,4,5430
"110",523,179,4,5697
"111",523,180,4,6542
"112",523,181,4,11635
"113",523,182,4,9595
"114",523,183,4,1064
"115",523,184,4,1064
"116",524,172,4,1335
"117",524,173,4,2327
"118",524,174,4,2209
"119",524,175,4,2894
"120",524,176,4,4257
"121",524,177,4,4257
"122",524,178,4,5564
"123",524,179,4,12620
"124",524,180,4,14003
"125",524,181,4,14514
"126",524,182,4,19677
"127",524,183,4,2001
"128",524,184,4,1769
"129",524,185,4,2318
"130",525,172,4,1114
"131",525,173,4,2327
"132",525,174,4,2327
"133",525,175,4,3450
"134",525,176,4,4257
"135",525,177,4,6305
"136",525,178,4,13261
"137",525,179,4,14015
"138",525,180,4,15413
"139",525,181,4,17511
"140",525,182,4,15672
"141",525,183,4,6336
"142",525,184,4,3574
"143",525,185,4,3647
"144",525,186,4,2350
"145",526,171,4,1034
"146",526,172,4,2296
"147",526,173,4,2327
"148",526,174,4,3628
"149",526,175,4,6900
"150",526,176,4,6444
"151",526,177,4,20300
