"","long","lat","cluster_id","add.data"
"4",490,157,2,1211
"5",490,158,2,471
"6",490,159,2,3522
"7",490,160,2,2018
"8",490,161,2,915
"9",490,162,2,1075
"10",490,163,2,495
"33",491,157,2,664
"34",491,161,2,907
"35",491,162,2,1784
"36",491,163,2,1773
"52",492,161,2,2347
"53",492,162,2,1852
"54",492,164,2,997
"60",492,180,2,318
"61",492,181,2,3914
"62",492,182,2,2419
"63",492,183,2,1054
"74",493,156,2,596
"75",493,157,2,579
"76",493,161,2,782
"77",493,162,2,888
"78",493,163,2,1212
"79",493,164,2,525
"83",493,175,2,1865
"84",493,176,2,3588
"85",493,177,2,351
"86",493,180,2,3645
"87",493,181,2,5642
"88",493,182,2,2790
"89",493,183,2,760
"100",494,155,2,359
"101",494,156,2,649
"102",494,157,2,515
"103",494,158,2,430
"104",494,159,2,926
"105",494,160,2,2039
"106",494,161,2,526
"107",494,163,2,426
"108",494,164,2,311
"113",494,175,2,2913
"114",494,176,2,4912
"115",494,177,2,845
"116",494,178,2,1645
"117",494,179,2,1684
"118",494,180,2,6751
"119",494,181,2,3307
"120",494,182,2,4734
"128",495,156,2,398
"129",495,157,2,1296
"130",495,158,2,1419
"131",495,159,2,2151
"132",495,160,2,845
"133",495,161,2,390
"137",495,175,2,2171
"138",495,176,2,4210
"139",495,177,2,1110
"140",495,178,2,625
"141",495,179,2,4159
"142",495,180,2,3012
"143",495,181,2,2667
"144",495,182,2,6100
"145",495,183,2,1087
"146",495,184,2,553
"147",495,185,2,511
"161",496,157,2,1692
"162",496,158,2,5269
"163",496,159,2,649
"165",496,175,2,2672
"166",496,176,2,5351
"167",496,177,2,1861
"168",496,178,2,693
"169",496,179,2,5914
"170",496,180,2,4472
"171",496,181,2,7618
"172",496,182,2,3737
"173",496,183,2,593
"174",496,184,2,992
"175",496,185,2,1623
"176",496,186,2,732
"192",497,157,2,1881
"193",497,158,2,6009
"194",497,159,2,2130
"196",497,178,2,359
"197",497,179,2,6967
"198",497,180,2,6862
"199",497,181,2,5553
"200",497,183,2,625
"201",497,184,2,1098
"218",498,156,2,557
"219",498,157,2,1363
"220",498,158,2,5435
"221",498,159,2,1737
"222",498,167,2,321
"223",498,170,2,2277
"224",498,171,2,730
"225",498,173,2,1057
"226",498,174,2,2331
"227",498,175,2,365
"228",498,176,2,562
"229",498,177,2,894
"230",498,178,2,552
"231",498,179,2,5208
"232",498,180,2,5657
"233",498,181,2,3101
"234",498,182,2,737
"235",498,183,2,670
"236",498,184,2,882
"237",498,190,2,458
"238",498,192,2,587
"239",498,193,2,1980
"250",499,156,2,1005
"251",499,157,2,2884
"252",499,158,2,4641
"253",499,159,2,3672
"254",499,160,2,459
"255",499,166,2,494
"256",499,167,2,1255
"257",499,168,2,610
"258",499,169,2,352
"259",499,170,2,4222
"260",499,171,2,1911
"261",499,173,2,683
"262",499,174,2,1036
"263",499,176,2,1557
"264",499,177,2,969
"265",499,178,2,1939
"266",499,179,2,4809
"267",499,180,2,4924
"268",499,181,2,1961
"269",499,182,2,455
"270",499,186,2,662
"271",499,187,2,1227
"272",499,188,2,765
"273",499,189,2,1266
"274",499,190,2,2717
"275",499,191,2,1173
"276",499,192,2,558
"277",499,193,2,1133
"288",500,155,2,312
"289",500,156,2,1843
"290",500,157,2,3818
"291",500,158,2,4808
"292",500,159,2,2933
"293",500,160,2,643
"294",500,167,2,824
"295",500,168,2,1001
"296",500,169,2,524
"297",500,170,2,2432
"298",500,171,2,1662
"299",500,173,2,367
"300",500,174,2,762
"301",500,175,2,301
"302",500,176,2,314
"303",500,177,2,620
"304",500,178,2,4582
"305",500,179,2,5348
"306",500,180,2,393
