"","long","lat","cluster_id","add.data"
"1",9668,4427,1,328
"2",9668,4428,1,327
"3",9669,4427,1,352
"4",9669,4428,1,377
"5",9669,4429,1,349
"6",9669,4430,1,314
"7",9670,4427,1,396
"8",9670,4428,1,469
"9",9670,4429,1,468
"10",9670,4430,1,380
"11",9671,4425,1,343
"12",9671,4426,1,400
"13",9671,4427,1,476
"14",9671,4428,1,467
"15",9671,4429,1,405
"16",9671,4430,1,343
"17",9672,4423,1,423
"18",9672,4424,1,504
"19",9672,4425,1,502
"20",9672,4426,1,573
"21",9672,4427,1,458
"22",9672,4428,1,352
"23",9672,4429,1,394
"24",9672,4430,1,317
"25",9673,4422,1,378
"26",9673,4423,1,583
"27",9673,4424,1,728
"28",9673,4425,1,600
"29",9673,4426,1,592
"30",9673,4427,1,456
"31",9673,4428,1,304
"32",9673,4429,1,347
"33",9674,4422,1,416
"34",9674,4423,1,642
"35",9674,4424,1,800
"36",9674,4425,1,655
"37",9674,4426,1,479
"38",9674,4427,1,363
"39",9675,4420,1,316
"40",9675,4421,1,351
"41",9675,4422,1,521
"42",9675,4423,1,789
"43",9675,4424,1,974
"44",9675,4425,1,792
"45",9675,4426,1,563
"46",9675,4427,1,417
"47",9676,4418,1,369
"48",9676,4419,1,390
"49",9676,4420,1,516
"50",9676,4421,1,527
"51",9676,4422,1,606
"52",9676,4423,1,872
"53",9676,4424,1,1061
"54",9676,4425,1,864
"55",9676,4426,1,771
"56",9676,4427,1,591
"57",9676,4428,1,428
"58",9676,4429,1,332
"59",9676,4430,1,301
"60",9677,4413,1,309
"61",9677,4417,1,347
"62",9677,4418,1,553
"63",9677,4419,1,545
"64",9677,4420,1,786
"65",9677,4421,1,796
"66",9677,4422,1,854
"67",9677,4423,1,1176
"68",9677,4424,1,1366
"69",9677,4425,1,999
"70",9677,4426,1,1013
"71",9677,4427,1,722
"72",9677,4428,1,630
"73",9677,4429,1,483
"74",9677,4430,1,443
"75",9677,4431,1,352
"76",9677,4432,1,344
"77",9677,4433,1,333
"78",9678,4413,1,311
"79",9678,4417,1,325
"80",9678,4418,1,484
"81",9678,4419,1,739
"82",9678,4420,1,921
"83",9678,4421,1,976
"84",9678,4422,1,1120
"85",9678,4423,1,1542
"86",9678,4424,1,1189
"87",9678,4425,1,837
"88",9678,4426,1,722
"89",9678,4427,1,567
"90",9678,4428,1,614
"91",9678,4429,1,483
"92",9678,4430,1,451
"93",9678,4431,1,419
"94",9679,4413,1,303
"95",9679,4417,1,396
