"","long","lat","cluster_id","add.data"
"4",9680,4421,3,332
"5",9681,4419,3,338
"6",9681,4421,3,331
"7",9682,4418,3,321
"8",9682,4419,3,523
"9",9682,4420,3,539
"10",9682,4421,3,392
"11",9683,4418,3,482
"12",9683,4419,3,496
"13",9683,4420,3,449
"14",9683,4421,3,366
"15",9683,4422,3,431
"16",9684,4420,3,474
"17",9684,4421,3,570
"18",9684,4422,3,385
"19",9685,4419,3,376
"20",9685,4420,3,782
"21",9685,4421,3,634
"22",9685,4422,3,573
"23",9685,4423,3,343
"24",9685,4424,3,589
"25",9686,4419,3,736
"26",9686,4420,3,647
"27",9686,4421,3,680
"28",9686,4422,3,870
"29",9686,4424,3,389
"30",9686,4425,3,415
"31",9687,4420,3,576
"32",9687,4421,3,785
"33",9687,4422,3,2237
"34",9687,4423,3,4212
"35",9687,4424,3,437
"36",9688,4418,3,572
"37",9688,4419,3,967
"38",9688,4420,3,1365
"39",9688,4421,3,1647
"40",9688,4422,3,7532
"41",9688,4423,3,4671
"42",9688,4424,3,8653
"43",9689,4419,3,944
"44",9689,4420,3,941
"45",9689,4421,3,1029
"46",9689,4422,3,2889
"47",9689,4423,3,3356
"48",9689,4424,3,3287
"49",9690,4417,3,696
"50",9690,4419,3,381
"51",9690,4421,3,564
"52",9690,4422,3,1540
"53",9690,4423,3,1801
"54",9691,4417,3,395
"55",9691,4418,3,695
"56",9691,4419,3,449
"57",9691,4421,3,766
"58",9691,4422,3,830
"59",9691,4423,3,356
"60",9692,4417,3,965
"61",9692,4418,3,926
"62",9692,4419,3,508
"63",9692,4420,3,876
"64",9692,4421,3,429
"65",9692,4422,3,445
"66",9693,4418,3,605
"67",9693,4419,3,627
"68",9693,4420,3,901
"69",9693,4421,3,700
"70",9693,4422,3,364
"71",9694,4420,3,1012
"72",9694,4421,3,920
"73",9694,4422,3,325
"74",9695,4421,3,763
"75",9695,4422,3,313
"76",9695,4423,3,456
"77",9695,4424,3,379
