xv,yv,rho
490,148,319
491,148,449
492,148,590
493,148,432
494,148,308
495,148,333
496,148,341
497,148,183
498,148,184
499,148,166
500,148,155
501,148,365
502,148,336
503,148,421
504,148,586
505,148,879
506,148,1396
507,148,863
508,148,568
509,148,392
510,148,329
511,148,373
512,148,360
513,148,452
514,148,508
515,148,513
516,148,575
517,148,701
518,148,946
519,148,1350
520,148,1329
521,148,858
522,148,526
523,148,264
524,148,194
525,148,299
526,148,448
527,148,581
528,148,608
529,148,603
530,148,496
531,148,393
532,148,313
533,148,313
534,148,263
535,148,280
536,148,359
537,148,353
538,148,400
539,148,461
540,148,486
541,148,459
542,148,491
543,148,494
544,148,469
545,148,429
546,148,322
547,148,346
548,148,346
549,148,357
550,148,372
551,148,463
552,148,699
553,148,972
554,148,1443
555,148,1177
556,148,900
557,148,746
558,148,668
559,148,653
560,148,421
561,148,449
562,148,448
563,148,414
564,148,383
565,148,505
566,148,496
567,148,369
568,148,282
569,148,272
570,148,167
571,148,151
572,148,138
573,148,139
490,149,400
491,149,462
492,149,524
493,149,448
494,149,374
495,149,358
496,149,348
497,149,222
498,149,208
499,149,198
500,149,206
501,149,358
502,149,387
503,149,450
504,149,563
505,149,725
506,149,867
507,149,715
508,149,554
509,149,474
510,149,483
511,149,514
512,149,497
513,149,490
514,149,491
515,149,499
516,149,554
517,149,656
518,149,811
519,149,978
520,149,960
521,149,752
522,149,557
523,149,430
524,149,429
525,149,544
526,149,720
527,149,894
528,149,908
529,149,770
530,149,601
531,149,465
532,149,374
533,149,334
534,149,320
535,149,351
536,149,424
537,149,504
538,149,607
539,149,686
540,149,696
541,149,672
542,149,687
543,149,678
544,149,606
545,149,513
546,149,434
547,149,419
548,149,444
549,149,489
550,149,537
551,149,589
552,149,707
553,149,850
554,149,994
555,149,922
556,149,787
557,149,680
558,149,615
559,149,596
560,149,558
561,149,587
562,149,576
563,149,514
564,149,465
565,149,482
566,149,457
567,149,382
568,149,318
569,149,285
570,149,182
571,149,166
572,149,161
573,149,164
490,150,418
491,150,429
492,150,443
493,150,415
494,150,382
495,150,375
496,150,380
497,150,374
498,150,348
499,150,242
500,150,241
501,150,365
502,150,396
503,150,434
504,150,495
505,150,569
506,150,612
507,150,563
508,150,503
509,150,528
510,150,617
511,150,691
512,150,624
513,150,540
514,150,493
515,150,483
516,150,515
517,150,578
518,150,661
519,150,729
520,150,719
521,150,635
522,150,552
523,150,535
524,150,606
525,150,731
526,150,919
527,150,1148
528,150,1149
529,150,908
530,150,691
531,150,526
532,150,418
533,150,366
534,150,361
535,150,407
536,150,508
537,150,658
538,150,845
539,150,982
540,150,974
541,150,945
542,150,931
543,150,936
544,150,781
545,150,613
546,150,516
547,150,499
548,150,560
549,150,648
550,150,726
551,150,759
552,150,760
553,150,765
554,150,783
555,150,742
556,150,667
557,150,598
558,150,565
559,150,576
560,150,624
561,150,718
562,150,709
563,150,592
564,150,524
565,150,515
566,150,473
567,150,403
568,150,338
569,150,304
570,150,282
571,150,185
572,150,178
573,150,168
