"","long","lat","cluster_id","add.data"
"1",494,176,1,1006
"2",494,177,1,1009
"4",495,175,1,1077
"5",495,176,1,1202
"6",495,177,1,1208
"7",495,178,1,1111
"8",495,179,1,1022
"9",496,175,1,1161
"10",496,176,1,1341
"11",496,177,1,1364
"12",496,178,1,1255
"13",496,179,1,1174
"14",496,180,1,1084
"15",497,174,1,1006
"16",497,175,1,1167
"17",497,176,1,1319
"18",497,177,1,1391
"19",497,178,1,1303
"20",497,179,1,1316
"21",497,180,1,1224
"22",498,174,1,1082
"23",498,175,1,1203
"24",498,176,1,1352
"25",498,177,1,1371
"26",498,178,1,1264
"27",498,179,1,1309
"28",498,180,1,1229
"29",499,167,1,1139
"30",499,168,1,1182
"31",499,169,1,1097
"32",499,170,1,1136
"33",499,171,1,1138
"34",499,172,1,1080
"35",499,173,1,1091
"36",499,174,1,1189
"37",499,175,1,1293
"38",499,176,1,1244
"39",499,177,1,1224
"40",499,178,1,1176
"41",499,179,1,1200
"42",499,180,1,1135
"45",500,167,1,1173
"46",500,168,1,1229
"47",500,169,1,1199
"48",500,170,1,1368
"49",500,171,1,1384
"50",500,172,1,1252
"51",500,173,1,1276
"52",500,174,1,1268
"53",500,175,1,1279
"54",500,176,1,1167
"55",500,177,1,1094
"56",500,178,1,1175
"57",500,179,1,1293
"58",500,180,1,1253
"59",500,181,1,1038
"61",501,167,1,1064
"62",501,168,1,1118
"63",501,169,1,1215
"64",501,170,1,1417
"65",501,171,1,1457
"66",501,172,1,1330
"67",501,173,1,1416
"68",501,174,1,1369
"69",501,175,1,1157
"70",501,176,1,1042
"71",501,177,1,1024
"72",501,178,1,1192
"73",501,179,1,1421
"74",501,180,1,1401
"75",501,181,1,1115
"76",501,195,1,1050
"77",501,196,1,1077
"78",502,166,1,1051
"79",502,167,1,1056
"80",502,168,1,1046
"81",502,169,1,1164
"82",502,170,1,1340
"83",502,171,1,1451
"84",502,172,1,1357
"85",502,173,1,1320
"86",502,174,1,1229
"87",502,175,1,1055
"88",502,178,1,1165
"89",502,179,1,1364
"90",502,180,1,1356
"91",502,181,1,1132
"92",502,195,1,1206
"93",502,196,1,1196
