"","long","lat","cluster_id","add.data"
"3",515,174,2,1115
"4",515,175,2,1160
"5",515,176,2,1131
"6",515,177,2,1066
"7",516,173,2,1032
"8",516,174,2,1257
"9",516,175,2,1389
"10",516,176,2,1405
"11",516,177,2,1341
"12",516,178,2,1223
"13",516,179,2,1075
"14",517,173,2,1057
"15",517,174,2,1364
"16",517,175,2,1565
"17",517,176,2,1610
"18",517,177,2,1536
"19",517,178,2,1385
"20",517,179,2,1206
"21",517,180,2,1048
"22",518,173,2,1017
"23",518,174,2,1332
"24",518,175,2,1553
"25",518,176,2,1627
"26",518,177,2,1575
"27",518,178,2,1427
"28",518,179,2,1240
"29",518,180,2,1071
"30",519,174,2,1171
"31",519,175,2,1378
"32",519,176,2,1500
"33",519,177,2,1522
"34",519,178,2,1431
"35",519,179,2,1265
"36",519,180,2,1099
"37",520,174,2,1035
"38",520,175,2,1214
"39",520,176,2,1374
"40",520,177,2,1484
"41",520,178,2,1488
"42",520,179,2,1393
"43",520,180,2,1267
"44",520,181,2,1125
"45",521,174,2,1003
"46",521,175,2,1151
"47",521,176,2,1328
"48",521,177,2,1518
"49",521,178,2,1655
"50",521,179,2,1702
"51",521,180,2,1685
"52",521,181,2,1594
"53",521,182,2,1353
"54",522,174,2,1077
"55",522,175,2,1224
"56",522,176,2,1437
"57",522,177,2,1721
"58",522,178,2,2019
"59",522,179,2,2266
"60",522,180,2,2437
"61",522,181,2,2464
"62",522,182,2,2199
"63",522,183,2,1624
"64",522,184,2,1051
"65",523,173,2,1065
"66",523,174,2,1240
"67",523,175,2,1450
"68",523,176,2,1777
"69",523,177,2,2231
"70",523,178,2,2741
"71",523,179,2,3245
"72",523,180,2,3689
"73",523,181,2,3941
"74",523,182,2,3721
"75",523,183,2,2884
"76",523,184,2,1893
"77",523,185,2,1201
"78",524,173,2,1212
"79",524,174,2,1461
"80",524,175,2,1814
"81",524,176,2,2396
"82",524,177,2,3195
"83",524,178,2,4064
"84",524,179,2,4945
"85",524,180,2,5798
"86",524,181,2,6425
"87",524,182,2,6355
"88",524,183,2,5189
"89",524,184,2,3533
"90",524,185,2,2271
"91",524,186,2,1550
"92",524,187,2,1107
"93",525,172,2,1094
"94",525,173,2,1369
"95",525,174,2,1708
"96",525,175,2,2284
"97",525,176,2,3303
"98",525,177,2,4730
"99",525,178,2,6261
"100",525,179,2,7805
"101",525,180,2,9336
"102",525,181,2,10523
"103",525,182,2,10630
"104",525,183,2,8954
"105",525,184,2,6300
"106",525,185,2,4188
"107",525,186,2,2938
"108",525,187,2,2078
"109",525,188,2,1387
"110",526,171,2,1001
"111",526,172,2,1255
"112",526,173,2,1567
"113",526,174,2,2004
"114",526,175,2,2831
"115",526,176,2,4394
"116",526,177,2,6725
"117",526,178,2,9380
"118",526,179,2,12108
"119",526,180,2,14729
"120",526,181,2,16522
"121",526,182,2,16481
"122",526,183,2,13911
"123",526,184,2,10029
"124",526,185,2,6948
"125",526,186,2,5041
"126",526,187,2,3568
"127",526,188,2,2287
"128",526,189,2,1443
"129",526,190,2,1012
"130",527,171,2,1181
"131",527,172,2,1503
"132",527,173,2,1907
"133",527,174,2,2466
"134",527,175,2,3485
"135",527,176,2,5489
"136",527,177,2,8766
"137",527,178,2,12923
"138",527,179,2,17374
"139",527,180,2,21338
"140",527,181,2,23292
"141",527,182,2,22277
"142",527,183,2,18428
"143",527,184,2,13539
"144",527,185,2,9759
"145",527,186,2,7237
"146",527,187,2,5088
"147",527,188,2,3195
"148",527,189,2,1971
"149",527,190,2,1349
"150",528,170,2,1128
"151",528,171,2,1476
"152",528,172,2,1964
"153",528,173,2,2567
"154",528,174,2,3311
"155",528,175,2,4459
"156",528,176,2,6672
"157",528,177,2,10615
"158",528,178,2,16188
"159",528,179,2,22502
"160",528,180,2,27767
"161",528,181,2,29285
"162",528,182,2,26539
"163",528,183,2,21163
"164",528,184,2,15533
"165",528,185,2,11317
"166",528,186,2,8326
"167",528,187,2,5737
"168",528,188,2,3565
"169",528,189,2,2225
"170",528,190,2,1552
"171",528,191,2,1109
"172",529,169,2,1053
"173",529,170,2,1426
"174",529,171,2,2011
"175",529,172,2,2754
"176",529,173,2,3616
"177",529,174,2,4584
"178",529,175,2,5841
"179",529,176,2,8102
"180",529,177,2,12347
"181",529,178,2,18901
"182",529,179,2,26815
"183",529,180,2,33348
"184",529,181,2,34554
"185",529,182,2,30004
"186",529,183,2,22707
"187",529,184,2,15906
"188",529,185,2,11094
"189",529,186,2,7825
"190",529,187,2,5244
"191",529,188,2,3250
"192",529,189,2,2069
"193",529,190,2,1481
"194",529,191,2,1097
"195",530,169,2,1272
"196",530,170,2,1907
"197",530,171,2,2810
"198",530,172,2,3782
"199",530,173,2,4783
"200",530,174,2,5878
"201",530,175,2,7239
"202",530,176,2,9613
"203",530,177,2,14186
"204",530,178,2,21575
"205",530,179,2,30890
"206",530,180,2,38935
"207",530,181,2,40827
"208",530,182,2,35014
"209",530,183,2,25174
"210",530,184,2,16182
"211",530,185,2,10236
"212",530,186,2,6700
"213",530,187,2,4342
"214",530,188,2,2695
"215",530,189,2,1747
"216",530,190,2,1279
"217",531,168,2,1027
"218",531,169,2,1511
"219",531,170,2,2405
"220",531,171,2,3556
"221",531,172,2,4574
"222",531,173,2,5447
"223",531,174,2,6437
"224",531,175,2,7847
"225",531,176,2,10521
"226",531,177,2,15788
"227",531,178,2,24356
"228",531,179,2,35291
"229",531,180,2,45297
"230",531,181,2,48744
"231",531,182,2,42143
"232",531,183,2,29413
"233",531,184,2,17514
"234",531,185,2,9937
"235",531,186,2,5925
"236",531,187,2,3682
"237",531,188,2,2284
"238",531,189,2,1498
"239",531,190,2,1117
"240",532,168,2,1052
"241",532,169,2,1579
"242",532,170,2,2529
"243",532,171,2,3661
"244",532,172,2,4509
"245",532,173,2,5109
"246",532,174,2,5874
"247",532,175,2,7230
"248",532,176,2,10082
"249",532,177,2,15806
"250",532,178,2,25091
"251",532,179,2,36959
"252",532,180,2,48280
"253",532,181,2,53066
"254",532,182,2,46545
"255",532,183,2,32493
"256",532,184,2,18827
"257",532,185,2,10065
"258",532,186,2,5624
"259",532,187,2,3388
"260",532,188,2,2099
"261",532,189,2,1383
"262",532,190,2,1036
"263",533,169,2,1373
"264",533,170,2,2134
"265",533,171,2,3018
"266",533,172,2,3645
"267",533,173,2,4072
"268",533,174,2,4675
"269",533,175,2,5865
"270",533,176,2,8472
"271",533,177,2,13754
"272",533,178,2,22390
"273",533,179,2,33533
"274",533,180,2,44384
"275",533,181,2,49262
"276",533,182,2,43768
"277",533,183,2,31169
"278",533,184,2,18317
"279",533,185,2,9778
"280",533,186,2,5396
"281",533,187,2,3231
"282",533,188,2,2007
"283",533,189,2,1321
"284",534,169,2,1010
"285",534,170,2,1497
"286",534,171,2,2098
"287",534,172,2,2581
"288",534,173,2,2987
"289",534,174,2,3559
"290",534,175,2,4583
"291",534,176,2,6661
"292",534,177,2,10742
"293",534,178,2,17436
"294",534,179,2,26175
"295",534,180,2,34670
"296",534,181,2,38369
"297",534,182,2,34457
"298",534,183,2,25338
"299",534,184,2,15505
"300",534,185,2,8602
"301",534,186,2,4873
"302",534,187,2,2943
"303",534,188,2,1831
"304",534,189,2,1211
"305",535,171,2,1384
"306",535,172,2,1771
"307",535,173,2,2186
"308",535,174,2,2783
"309",535,175,2,3726
"310",535,176,2,5323
"311",535,177,2,8082
"312",535,178,2,12396
"313",535,179,2,17982
"314",535,180,2,23306
"315",535,181,2,25418
"316",535,182,2,23052
"317",535,183,2,17654
"318",535,184,2,11444
"319",535,185,2,6761
"320",535,186,2,4004
"321",535,187,2,2447
"322",535,188,2,1530
"323",535,189,2,1034
"324",536,171,2,1003
"325",536,172,2,1303
"326",536,173,2,1676
"327",536,174,2,2262
"328",536,175,2,3185
"329",536,176,2,4537
"330",536,177,2,6399
"331",536,178,2,8844
"332",536,179,2,11768
"333",536,180,2,14397
"334",536,181,2,15182
"335",536,182,2,13735
"336",536,183,2,10878
"337",536,184,2,7498
"338",536,185,2,4773
"339",536,186,2,2993
"340",536,187,2,1881
"341",536,188,2,1212
"342",537,172,2,1067
"343",537,173,2,1351
"344",537,174,2,1857
"345",537,175,2,2734
"346",537,176,2,3987
"347",537,177,2,5409
"348",537,178,2,6764
"349",537,179,2,7996
"350",537,180,2,8874
"351",537,181,2,8787
"352",537,182,2,7725
"353",537,183,2,6190
"354",537,184,2,4502
"355",537,185,2,3097
"356",537,186,2,2082
"357",537,187,2,1390
"358",538,173,2,1109
"359",538,174,2,1493
"360",538,175,2,2254
"361",538,176,2,3395
"362",538,177,2,4589
"363",538,178,2,5414
"364",538,179,2,5781
"365",538,180,2,5736
"366",538,181,2,5208
"367",538,182,2,4348
"368",538,183,2,3458
"369",538,184,2,2636
"370",538,185,2,1959
"371",538,186,2,1430
"372",538,187,2,1049
"373",539,174,2,1170
"374",539,175,2,1785
"375",539,176,2,2760
"376",539,177,2,3766
"377",539,178,2,4330
"378",539,179,2,4327
"379",539,180,2,3908
"380",539,181,2,3263
"381",539,182,2,2596
"382",539,183,2,2061
"383",539,184,2,1648
"384",539,185,2,1317
"385",539,186,2,1041
"386",540,175,2,1369
"387",540,176,2,2144
"388",540,177,2,2958
"389",540,178,2,3389
"390",540,179,2,3287
"391",540,180,2,2801
"392",540,181,2,2210
"393",540,182,2,1713
"394",540,183,2,1373
"395",540,184,2,1142
"396",541,175,2,1057
"397",541,176,2,1653
"398",541,177,2,2321
"399",541,178,2,2718
"400",541,179,2,2658
"401",541,180,2,2221
"402",541,181,2,1691
"403",541,182,2,1269
"404",541,183,2,1001
"405",542,176,2,1360
"406",542,177,2,1945
"407",542,178,2,2360
"408",542,179,2,2382
"409",542,180,2,2016
"410",542,181,2,1508
"411",542,182,2,1075
"412",543,176,2,1129
"413",543,177,2,1615
"414",543,178,2,2017
"415",543,179,2,2131
"416",543,180,2,1900
"417",543,181,2,1467
"418",543,182,2,1028
"419",544,177,2,1192
"420",544,178,2,1511
"421",544,179,2,1688
"422",544,180,2,1636
"423",544,181,2,1367
"424",545,178,2,1005
"425",545,179,2,1165
"426",545,180,2,1219
"427",545,181,2,1106
